Topic,Count,Name,Representation,KeyBERT,MMR,Representative_Docs
58,38,58_pamphilus_dauus_chremes_simo,"['pamphilus', 'dauus', 'chremes', 'simo', 'doo', 'glycerie', 'marriage', 'matter', 'carinus', 'childe']","['pamphilus', 'philus', 'pam', 'father', 'perceiue', 'philumena', 'marriage', 'crito', 'comming', 'simo']","['pamphilus', 'chremes', 'marriage', 'philus', 'pam', 'father', 'philumena', 'crito', 'andros', 'day']","['pamphilus woords knew doo da uus craftie drift olde comes pamphilus eth place great vnlikelyhood marriage time carinus young athens exceedingly enamoured philumena heareing furthwith married pamphilus prayed gods tendred mar riage dayes longer pamphilus wonderfully loue glycerie quite cleane ryddance mar riage pretended carinus accordingly ende dauus pamphilus father willing ment ho ping minde simo withall continue loue familiaritie gly cerie hauing world chremes euer induced match daughter philume na pamphilus whome reiected lawe pamphilus folowing dauus notably ouertaken thought simo preuailed chremes intreatie contrarie expectation marriage matter brought euen bene hand dauus hauing meane mar riage childe whereof glycerie day deliuered layed simoes dore chremes childe pamphilus way falls againe perfor mance marriage', 'e thing helpe matter doo hinde red benefite default chremes heareth glycerie childe pam philus withall free borne woman athens meanes quite drawen marriage n ow things readines daughters marriage againe faith childe woman lay childe lookes af ter dauus fellow gon alack wo poore wench fellow gon waies left dauus comes long lord heauen hurleburley yonder market people corne high price wot world pray leaue tale childe brought hether wits body els chremes loof talke betweene dauus pon talke oftimes vtte reth marueil ahlas way hither right hand hard eares word childe aloud wonder doubt hoore play parte maid belongs andros ought perceiue', 'ere long childe brought laid doore tel hand certainly follow craft dauus euil opinion cleane minde heard true things mo coniecture doo euen queane declared childe pam philus moreouer preparation home wedding maid midwife withall bring childe childe owne eies hinder marriage matter pamphilus els withdrawen harlots certeynly loued woman rous wife matter lone withall forward marriage doo hope god meanes chremes simo meeting fained marriage marriage g od neighbour chremes o onely com wel bin heard daughter day marryed matter dote heare word twoo require']"
59,36,59_playes_buy_obtai_leauened,"['playes', 'buy', 'obtai', 'leauened', 'weighd', 'dailie', 'stationer', 'priuiledges', 'peales', 'orth']","['stationer', 'kind', 'worthy', 'worth', 'height', '', '', '', '', 'weighd']","['playes', 'buy', 'weighd', 'dailie', 'stationer', 'capacities', 'gummes', 'cake', 'payre', 'cock']","['nee l l vvith kind religious bin height care vvho worthy h h perfection craue abilities lords owne powers country hands reach foorth milke creame fruites nations heard gummes obtai ned leauened cake vvas fault approch gods meanes things precious dedicated temples humbly h h remaines delight euer l l reputation faults committed payre carefull gratitude liuing dead f rom able number d weighd fate bookes depends capacities heads publique priuiledges wee read buy commend booke stationer odde braines licence iudge pen orth worth fiue lings worth time higher rates wel euer buy driue trade iacke wit stage black friers cock pit arraigne playes dailie playes triall alreadie ap peales', 'nee l l vvith kind religious bin height care vvho worthy h h perfection craue abilities lords owne powers country hands reach foorth milke creame fruites nations heard gummes obtai ned leauened cake vvas fault approch gods meanes things precious dedicated temples humbly h h remaines delight euer l l reputation faults committed payre carefull gratitude liuing dead f rom able number d weighd fate bookes depends capacities heads publique priuiledges wee read buy commend booke stationer odde braines licence iudge pen orth worth fiue lings worth time higher rates wel euer buy driue trade iacke wit stage black friers cock pit arraigne playes dailie playes triall alreadie ap peales', 'nee l l vvith kind religious bin height care vvho worthy h h perfection craue abilities lords owne powers country hands reach foorth milke creame fruites nations heard gummes obtai ned leauened cake vvas fault approch gods meanes things precious dedicated temples humbly h h remaines delight euer l l reputation faults committed payre carefull gratitude liuing dead f rom able number d weighd fate bookes depends capacities heads publique priuiledges wee read buy commend booke stationer odde braines licence iudge pen orth worth fiue lings worth time higher rates wel euer buy driue trade iacke wit stage black friers cock pit arraigne playes dailie playes triall alreadie ap peales']"
60,36,60_trifles_liuing_booke_exequutor,"['trifles', 'liuing', 'booke', 'exequutor', 'blount', 'vvrit', 'heereto', 'shakespeares', 'iaggard', 'patrones']","['shakespeare', 'shakespeares', 'fortune', 'patronage', 'trifles', 'copies', 'reading', 'figure', 'fate', 'printed']","['trifles', 'booke', 'blount', 'shakespeares', 'likings', 'orphanes', 'indulgence', 'patronage', 'copies', 'vvithout']","['figure gentle cut grauer nature doo life o drawne wit hit face print vvas euer vvrit reader looke picture booke m r william shakespeares comedies histories tragedies according true originall copies london printed iaggard ed blount w thankful particular fauors receiued l l falne ill fortune mingle things feare enterprize feare valew places h h dignity greater reading trifles vvhile trifles depriu d defence dedication l l beene pleas d trifles thing heereto fore authour liuing vvith fauour hope liuing hauing fate common exequutor owne wri tings indulgence parent great difference vvhether booke patrones finde l l likings parts vvhen acted vvere volume ask d collected office dead procure orphanes guardians vvithout ambition ei ther profit fame onely keepe memory worthy friend fellow aliue shakespeare hum ble offer playes noble patronage', 'figure gentle cut grauer nature doo life o drawne wit hit face print vvas euer vvrit reader looke picture booke m r william shakespeares comedies histories tragedies according true originall copies london printed iaggard ed blount w thankful particular fauors receiued l l falne ill fortune mingle things feare enterprize feare valew places h h dignity greater reading trifles vvhile trifles depriu d defence dedication l l beene pleas d trifles thing heereto fore authour liuing vvith fauour hope liuing hauing fate common exequutor owne wri tings indulgence parent great difference vvhether booke patrones finde l l likings parts vvhen acted vvere volume ask d collected office dead procure orphanes guardians vvithout ambition ei ther profit fame onely keepe memory worthy friend fellow aliue shakespeare hum ble offer playes noble patronage', 'figure gentle cut grauer nature doo life o drawne wit hit face print vvas euer vvrit reader looke picture booke m r william shakespeares comedies histories tragedies according true originall copies london printed iaggard ed blount w thankful particular fauors receiued l l falne ill fortune mingle things feare enterprize feare valew places h h dignity greater reading trifles vvhile trifles depriu d defence dedication l l beene pleas d trifles thing heereto fore authour liuing vvith fauour hope liuing hauing fate common exequutor owne wri tings indulgence parent great difference vvhether booke patrones finde l l likings parts vvhen acted vvere volume ask d collected office dead procure orphanes guardians vvithout ambition ei ther profit fame onely keepe memory worthy friend fellow aliue shakespeare hum ble offer playes noble patronage']"
61,36,61_cyrus_abradates_panthea_gobrias,"['cyrus', 'abradates', 'panthea', 'gobrias', 'antiochus', 'libanio', 'campe', 'babylon', 'lord', 'dinon']","['cyrus', 'lord', 'honour', 'antiochus', 'foes', 'fortune', 'vertuous', 'king', 'conquering', 'armes']","['cyrus', 'abradates', 'antiochus', 'babylon', 'alexandra', 'honour', 'armes', 'gods', 'fortune', 'euphrates']","['seeing knightly cyrus mercifull e hands letters faine peace draw legions bearing antiochus deliuerie murther highly honour cyrus vildlie antiochus letters king free libertie campe conduit monie attend virgin gobrias leades daughter mightie cyrus child commit patronage princely virgin welcom campe hang downe head pale lookes burie beauties pride t pitie lookes teares euen doue late rifeled eagle tainted forked talents poore alexandra terrified dead cyrus rings o poore libanio faire madame o antiochus bloodie king heard father grace men armes onely libanio liue hold bondman birth needes weedes woont gobrias daughter thought king antiochus nobles warlike campe abondman care onely life sent hither father thought lord leaue campe babylon libanio beloued childe die traitorlike reuolt die gyrus life', 'madam moou d mind campe weying double fortune warres thoughts foredreading likelier preuent harmes garded mightie campe armie vnited hearts fort af brazen walles madam fa l great lamentable queene captiue princely fortitude bearing patient minde taught embrace meane moderation long learnde affects perturbations minde onely learnde chaunce learnde onely pangue torments thought beloued lord learne henceforth forget lord liues lord enioy loue victorious cyrus lord victorious cyrus thrall honour inuincible bondage yeeld free lords dreame cyrus onely outward thrall minde honour free euer agree cyrus till tent ladie walke apart fortune agree conduct generall armde dares craue generall yeeld bring cyrus tent habit enemie ill yeeld vnarme bring cyrus tent king death making leader buckled armour gracious hands asking', 'albeit alexanders skill m anage achilles armes charge brauely heart alexander achilles euer feare field torne peeces hewed death bright cortelaux wordes field makes conquerour march wealthie babylon cyrus royall campe exeunt husband mightie lord bactria lay legar king vnder flagges aide brought backt friends gentlemen die conquering cyrus feete abradates bactria leaue mone victorie gobrias louely panthea bring tent braue warlike bands equipage abradates king wonder campe willinger league enter abrdates comes coniecture qualities valiant liberall need aske king vertues glorious lookes cyrus loue abradates grace sweete abradates heart loue honour faire lord captiue gentler panthea gracious conquerour']"
62,35,62_hir_quod_fraunces_dame,"['hir', 'quod', 'fraunces', 'dame', 'mistresse', 'mistres', 'elynor', 'pergo', 'seruaunt', 'chamber']","['mistresse', 'fraunces', 'perceyued', 'lady', 'dames', 'sundry', 'gentlewoman', 'perceyuing', 'dame', 'elinor']","['quod', 'fraunces', 'mistresse', 'seruaunt', 'lady', 'night', 'elinor', 'walked', 'castle', 'perceyuing']","['promised behalfe al wold vse best deuoyre recomfort recouered health meruayle y lady elinor vn willing trauayle behalf e especially membring yesternigh diligent bring bed perceyue earthly thinges subiect change euen quod pergo behold euen daye clad gladsome leaues gin fa e change colour passed talk ing walking returned castle went straight f chamber bed trust quod dame fraunces w better shortly hope quod f ladies saluted gaue gramercy pergo popped question howe slept mistres master f quod reasonable quod f pray mistresse morning mary sayd pergo wee left hir bed scarce ease sorye quod f trust sayd mistresse fraunces com forte assure glad wel doing mistresse respect ought doubt therof quod f uing proofe great curtesies thought dutie aske mistresse absent passed time called away prayers finished went dinner met dame elynor tired night kerchief soolenest solempnest fashion sayed loked drowsely folkes vnlesse hir secretary deigned lend glaunce lord castle demaunded hir howe f morning answered knew day', 'lady fraunces curteou sly consented madame elinor alledged hir sickly attributed hir late paynes taken f sayd onely cause constrayned kepe hir bed longer hir accustomed hower dames especially lady fraunces gan streight waies coniecture great cause sodaine change leauing dame elynor walked altogether parke ayre morning walked chau ced dame pergo heard cuckoe chaunt pride spring past cried cuck cuck cuckoe hir stameringe voyce quod pergo foule byrd begines flye countrie fore hir departure spitefully deuise sa lute quod dame fraunces espyed wherewith dame pergo looking round hir espying company sayd body wome qd thanks god house farre quod dame fraunces wylie pergo partely perceyuing dame fraunces meaning replyed sort vnder stand quod leape matter visite maister f morning quod dame fraunces suppose cuckoe called quod pergo farre maried quod dame fraunces cuckoe enuieth maryed folkes sayd pergo lady fraunces aunswered suer noted euill lucke loue cuckoes happened diuers vn maried folkes euer maried content master', 'passed dynner ladie fraunces alwayes fusing declare hir conceipt late change perceyued mistresse thought best wynne conformitie little little end persuade necessitie gentlewoman vytayled hir departed requiring f arise boldly resist fayntnesse feuer promised bad di ladyes returne courte dame elynors chamber assembled hir secretary dam pergo rest passed hower twayne sundry discourses wherin dame pergo al waies cast bone mistresse fraunces gnaw perceyued hir harty affection towardes f whereat mistresse fraunces changed countenaunce reserued hir reuenge better oportunitie quod dame fraunces mistresse elinor seruaunt fayre lady sicke quod dame e lynor euen quod sicke self witnesse beare record aswel deceiued dispositi quod dame elynor sodain alteration sicke phi sition sawe yesterday paines little profite towardes reco fort surely sayd onely rest occasio iudge curtesie chiefe comfort quod dame elinor quod dame fraunces list quod elynor quod fraunces care nei ther die pleasure halfe angry departed supper met againe maister house demau ded daughter fraunces f']"
63,35,63_damon_pithias_dionisius_doo,"['damon', 'pithias', 'dionisius', 'doo', 'kinge', 'carisophus', 'friendship', 'die', 'frindship', 'courte']","['damon', 'damons', 'die', 'friende', 'pithias', 'friendes', 'death', 'friend', 'mightie', 'frindship']","['damon', 'pithias', 'dionisius', 'friendship', 'stephano', 'aristippus', 'eubulus', 'friend', 'friendes', 'true']","['faith carisophus best noddie iest assure schoole serue court kinges foole eares seruile squirilitie office right perfectlie parasites scicophants graue bencher kinge owne trencher enuye state great fauour grudge behauiour k inge mery pleasant vrbanitie abused mans iniurie cocke courte doo best thriue day doo fiue courte doo rewardes geuen vertue euery rewarde vnworthy worlde courte changed thread bin sponne dogges woll heretofore cause liked best trimmed picked mens eares finer grosse toyes set therfore trimmer kynde myrth applye wherin commeth desert kinges fauour prosperitie dispise olde courtier carisophus time fed dionisius humor diligently styll hand rumor pread towne smale thinge brought kinge post et craue friendship attayne ost sure vnfained frindship promyse againe o linckt frindshippe brother brother ull courte helpe', 'o noble friendship yeld force wonder hart rare frindship pearst roote que nched fury sight brought aboute graue counsell eubulus learned perswasion doo noble gentlemen immortall gods aboue ath play tragidie behoue efore day knew perfect friendship ment y cruell mind blouddy wholy bente y fearefull life thought terrour defende ut garde faithfull riend spare time present happie kinges courtes twoo frinds honour friendship playnly amon death pardon tourne craue honour doo lend frindly harte linke y e frie y courte dwell commission large y realme health commit charge ake thirde friend ioye thing called dionisius mightie kinge o mightie king humble thankes geue nd ne t prayse immortall gods harte meu respect friendships heauenly lore orseing wel feare true frie ds store noble king frind welcom friendly societie forget ar king frindship stands tru equalitie unequall great possessions et equall finde changed conditions irranie flatterie oppression loe hear cast away usti e truth loue frindship ioy true friendship wyl honour liues end greatest glorie shalbe counted perfect friende', 'men obey deadly feare sure deadly hate safely raigne loue friends constant fait fayle counsell geues poore tam n death friendes surest garde kinges golden time doo wear away precious thinges doo fade frindship decay friendes store therfore safely sleape friendes home forraine foes neede abandon flatring tounges clackes truth tels abase yll aduance whome dame vertue dwels play felowes o earthly kinges sure defence strongest garde s andes chifely faithfull frie d f riends liberall ende accept counsell mightie kinge damon pithias friende pithias farewel euer kisse die soule honour constant faith aboue heauens fli gronno doo office colour dead neck short wylt honestie striking o hea eubulus spirites sodenly appauled limes waxe weake straunge friendship amaseth scarse o mightie kinge pittie noble harte require mans death pithias damon liue o vnspeakeable frindship offended cause constant frind pithias damons sake die alas young doo coward minister doest die hand soden feare quiuereth o noble kinge shewe mercy damon pithias die stay gronno flesh trembleth eubulus doo euer frindes earth harte cruell deuide asunder']"
64,35,64_ring_gaue_finger_begd,"['ring', 'gaue', 'finger', 'begd', 'away', 'clarke', 'woman', 'wife', 'iudges', 'lord']","['ring', 'rings', 'ringe', 'honor', 'honour', 'finger', 'lord', 'weare', 'beg', 'husbands']","['ring', 'finger', 'clarke', 'wife', 'lord', 'weare', 'deny', 'pray', 'hand', 'honour']","['hold day e antipodes walke light light light wife heauie husband god welcome home lord thank madam welcome friend anthonio infinitely bound bound heare bound acquitted welcome appeare wayes words breathing yonder moone wrong infaith gaue iudges clarke vvould gelt loue hart quarrell hoe s matter hoope gold paltry ring world cutlers poetry knife loue leaue talke valew weare till houre death lie graue vehement oathes beene kept gaue iudges clarke gods iudge clarke nere weare haire ons face liue woman liue hand gaue youth kind boy little boy higher iudges clarke prating boy begd fee hart deny blame plaine wiues gift thing oaths finger riueted faith', 'bound heare bound wel acquitted verie welcome appear waies words breathing yonder moone wrong faith gaue iudges clearke gelt loue hart quarrel hoe alreadie s matter hoope gold paltry ring world cutlers poetry knife loue leaue talke valew weare til houre death lye graue vehement oaths beene kept gaue iudges clearke wel clearke nere weare haire s face liue woman liue hand gaue youth kinde boy little boy higher iudges clearke prating boy begg d fee heart deny blame plaine wiues gift thing oathes finger riueted faith gaue loue ring heere dare leaue plucke finger wealth world faith gratiano wife vnkinde greefe twere mad cut left hand ring defending', 'yonder moone dome wrong infaith gaue iudges clarke gelt loue hart quarrell hoe s matter hoope gold paltry ring world cutlers poetry knife loue leaue talke value weare till houre death lye graue vehement oathes beene kept gaue iudges clarke god s iudge clarke nere weare haire s face liue woman liue hand gaue youth kinde boy little boy higher iudges clarke prating boy begd fee heart deny blame plaine wiues gift thing oaths finger riueted faith gaue loue ring heere dare leaue plucke finger wealth world faith gratiano wife vnkinde greefe twere mad cut left hand ring defending lord gaue ring away iudge begd d boy clarke tooke paines writing begd ought rings ring gaue lord hope rceiu d']"
65,35,65_faukenbridge_skinke_hermit_richard,"['faukenbridge', 'skinke', 'hermit', 'richard', 'redcap', 'fau', 'prince', 'porter', 'iohn', 'la']","['lord', 'hermit', 'hermits', 'faukenbridge', 'olde', 'lady', 'knowe', 'prince', 'heath', 'madam']","['faukenbridge', 'skinke', 'fau', 'prince', 'olde', 'fleete', 'huntington', 'earle', 'heath', 'sk']","['o anon weare yellow mall twas tricke olde faukenbridge mad dicke exeunt fa fa father hermit gl heath heath sonne looke run finde r r run r run k kent f finde f f father ere layes head dare ne home t t till fo fo wel s hunting m m mary earles la la fa fa farewell f father finde skink glo glo g g pr penny p p pudding p paines adew friend fellow parlament porters s skinke red cap looke comes yonder o plaine bags lyn d growes s yond o hermit got went foorth sbloud yonder s company backe againe counterfeite leaue rogue till opportunity eate till quit wrong exit men attend holy hermits s away beades richard loue marian inquiry mad liues england verge scotland holde d forraigne follow loue lord hearts lawes euery troubled way feete louers inioyn d daungerous sea big barke affection windes waues woe need feare loue helme pylate', 'hermit cel al saints exeunt accident hit humour turne hermit sure keeps cell counterfeit does heere hayre beard eare holy hermit fame accounted reuerend heath faine cell faire lady iohn faukenbridge heeles od mate got gowne walks deuoutly counterfeite gowne things fit rid new mate bum marke s gods quickly gone robin fellow yonder prince iohn faukenbridge haunt genii ill mas prye looke skinke hermit skinke learned reuerend holy godly warrant s booke s prayers wee tooke hollydam euen theefe god forfend noblemen gaue ought knowe skinke roberye appoynted place felt rob d s lewd fellow taken heere cheat golde chaine deceiu d richard faukenbridge got prince iohn twa s porter beguil d vengaunce doo prince s bad twere better pray kill bid pray fell woods ring round offring fierce reuenge thought pray', 'wife quoth wife home wife prince iohn deare mother loue tolike fox o world raynes l faile warrant hermit true deliuer roote borders realme leaue richard faukenbridge free feare l melt l melt olde warrant holy hermit inquire chaine matters welcome richard tearmes life wife meane merry manner knowe poynt meeting true loue deny plaine eare home againe gratious lord tut grace goodnes beautious face breefe hand away heath faukenbridge hermit helpe lord lord lady venter baby night tauerne london hinde pretty hand lt meet hinde roe word s suffice fit olde adulterer grace thether place prince iohn prince iohn hermit teles wonders skinke tauerne sk nke chaine skinke']"
66,34,66_arcadius_lisimachus_demetrius_epire,"['arcadius', 'lisimachus', 'demetrius', 'epire', 'polidora', 'seleucus', 'macarius', 'queene', 'love', 'madam']","['honour', 'arcadius', 'lord', 'servant', 'gentleman', 'gentlemen', 'majesty', 'lives', 'love', 'character']","['arcadius', 'lisimachus', 'demetrius', 'seleucus', 'macarius', 'queene', 'love', 'cassander', 'honour', 'leonatus']","['madam tumults cease fate allow court agen hope youle bring mutiny agains t time talke love attend expect till pleasd satisfie poore request conduct pleasure slow dispatch new messengers entreatem fairely hither extasied witnesse possible affirmes true leonatus father given trust infant truth soule s bound acknowledge supply d absence opinion sonne dyed greater care demetrius suppos d dead epire thought fathers character want testimony compar d concernes demetrius prove king theodosius act royall father subscrib d legacies oath oblig d secresie untill fairely summon d reveale trust cassander thought prove policy gave aime wrought serve engine batter young demetrius fathers prudent jealousie earely deaths soule prophesi d owne fear d leave unsafe protection study supplant right himselfe king epire sister faire sophia fathers life design d lisimachus guarded d quit pupillage abso ute declar d love demetrius enforc d macarius discover brother destroy agen leonatus wonder fate', 'felt envy young demetrius fortune seeds scatterd heart swell thought empire princes total ly eclipst wherefore stayes demetrius sophia names gentle spirit walk d blood flye bosomes nature rectifi d demetrius wandrings ambition deere sister amaz d expect read assurance day bigge wonder meanes lisimachus deare cassander welcome looke t shannot bribe conscience action false agen seleueus sonne theodosius deare countrymen correct erring duties lawfull king prostrate selves rius challenge knees love duty flow royall king brother confirm d credulous betray faith sophia appeare sad gave consent dayes happynesse joy exceeds sophia s pardon apprehend cause makes troubled desires mistresse late vnkindnesse chosen direct faith service mistresse does sister love lisimachus s confesse dare affront sophia shame confounds beg justice pitty age penance faithfull state live long happy leonatus king epire s mistresse sister mistresse', 'thought lost soule heare forgive shade live lowest merit setting aside birth poyze forgive modest thoughts rise owne defence unjust lady great winter frozen cheeke nature planted carries bloome spring t flame eye finde competition forgive agen virgin honour lip tice enamour d soule dwell ambition unwithered blush speakes innocence enter demetrius brother talke anon polidora allow patience till breath recover comes lade richest newes eare blest lookes voyce expresse welcome accident guesse wish fortunate heaven dropt demetrius meanes extasie twere sinne busie thoughts t retaine wide joy exprest soone falls sillables wot scarce beleeve king hows heaven forbid forbid heaven releiv d mercy knew aske elder brother living crown d onely keepe demetrius desire addition returne servant amaze rejoyce deposd translates fairer better kingdome polidora king drawne love agen consented heaven kingdome betray d ambitious soule forget flattering glories willingly demetrius resigne angels naked titles throw charity boast greater empire agen weare triumphs world']"
67,34,67_mordred_warres_arthur_arthurs,"['mordred', 'warres', 'arthur', 'arthurs', 'mordreds', 'fates', 'sire', 'brytaine', 'brytaines', 'gorlois']","['mordred', 'mordreds', 'foes', 'arthur', 'saxons', 'fates', 'feare', 'foe', 'fortune', 'sire']","['mordred', 'warres', 'arthur', 'mordreds', 'fates', 'sire', 'brytaine', 'whiles', 'foes', 'saxons']","['fretting fume burning wax right wood crye swordes harmefull harnesse craue rashly raue whiles prese nt rage frame cause long foredeemed doome brytaine desir d owne decaie eu n natiue broode roote seamde huge woorke o heauens tumble downe quite subuert state unlesse nations aide thirst spoile o fates ciuil warres afraide faint want blood o wretched state brytaines fond needed stoope mordreds yoke feare themselues fearefull lynckt friendes arthurs bandes ioynde force forren foes warres ciuill sinnes soone surceast mordred reft rule feard sire gods warres drawne blood sproong breasts forreine foes fountaine fedde chaungelesse course neerer vents dearer iuyce fates thirst brytish blood long deepely decaie o rest sparde safe reseru d saxons danes normans heereof ciuill warres worne brytaine stand borrowed blood brute prosperous haps long continuing blisse past ripenesse budding grouth fall foulter mellow fruite surcharg d burden owne excesse fortune wearyed warres forc d faint leaue fates men mindes presaging ought harmes euer heauie heart foreweene woe brytaine liues far remou d home ayre pole coast abroade euen natures sole instinct feeles fatall sword imbrue breast wherewith natiue soyle aye slaine hopes happes lye wasted warres', 'mischiefes earst terme sacred s sinne insu d greater griefe requires teares behold fresh annoyes mishaps stale friend suspend mindes arthur lost mordred woonne field o lesse gods arthur woonne lost field field realme brytaines bounds arthur woonne loose cloudes cast perplexed wordes unfolde large sort sorrowes list instant vnwrappe acts warres hard euents future age eu r cause curse time drewe camps cornwell fieldes appointed place reckelesse troupes fates forbad liue till night storme raue warres swarmde guydes clustring cald signes fight fierce vprores ell onwards hayld hastning howres death direfull frenzie rose ech owne publike fates headlong flung mordreds sixtie thousande men borowed powres brytans bred home saxons irish normans pictes scottes place brytanes followed arthurs manie islandians gothes noruegians albanes danes forraine aides arthur brought fraunce trustie troupe tryed trench day state aye fall whenceforth men inquire brytaine warres neere bewraide heauens longer hide harmes prodigious signes portende plagues lo er campes encountering coapt skies poles opposed themselues stormes', 'arthur tooke tiberius breathlesse corse sent senators rome charge tribute arthur ought time serues pay ag aine whiles rests debtor o successe pursu d greater harmes turn d soone sowre lo forreine soiles seas past safe returne king land onely sonne o outrage rare hugie hoast withstoode shoare preparde forreine aides farre borowed powers diuers kings parents brethren sonnes kinne wrath ire mordred rage erst sought abroade foes foile beholde fates sent foes vnsought forreine realmes supplanted want supplie o blessed home boonne store arthurs prowesse lurke e r appeare report monstrous mischiefes raue ciuill warres o teares waylings want silence sinke insu d best deserueth mention mordred vanquisht trusted flight arthur ech victor returnd lo mordred comes heauy head wields slender waight wields crowne exit wonne stronds shoares possest mordred foilde realme vnwonne mordred liues reseru d arthurs death t conflict knew warres requir d sworde flesht taught goare bath hoatest bloode arthur crowne wonne successe rue assault euen incounter hap twill vowe heauen earth hell nought shoulde rashly vowde sire breast rage soone b aduisde']"
68,33,68_aeneas_dido_iarbus_didos,"['aeneas', 'dido', 'iarbus', 'didos', 'achates', 'anna', 'carthage', 'ascanius', 'ships', 'troy']","['aeneas', 'dido', 'didos', 'carthage', 'troy', 'abourd', 'ascanius', 'achates', 'sailes', 'priamus']","['aeneas', 'dido', 'iarbus', 'anna', 'carthage', 'ships', 'troy', 'italy', 'sailes', 'troians']","['o foolish troians steale dido vnderstand drift giuen achates store gold illioneus gum libian spice common souldiers rich imbrodered coates siluer whistles controule windes circes sent sicheus liued vnworthie queenes reward chide twas time runne aeneas gone sailes hoysing abourd loue o princely dido leaue went farewell achates haps achates bid farewell feard grace keepe rid doubt abourd againe charge sea stay aeneas abourd abourd aeneas meanes stay sea rough windes blow shoare o false aeneas sea rough abourd twas calme achates ment saile away carthage queene onely sonne thinkes dido leaue aeneas pardon forgot yong ascanius lay night loue iealous amends weare emperiall crowne libia sway punike scepter steede punish aeneas crime kisse faire didos punishment o crowne aeneas head stay aeneas commaund king vaine weare diadem beare golden scepter hand burgonet steele crowne sword scepter fits aeneas', 'o pardon resolue aeneas faine deare loue day swiftmercury laying platforme walles sent father ioue appeard rebukt bitterly lingering neglecting italy aeneas leaue loue commaunded immortall ioue leaue towne passe italy force words proceed aeneas heart heart hardly stay dido farewell farewell mends didos loue troians vse quit louers fare dido aeneas stay dye aeneas farewell farewell farewell words poyson poore didos soule o aeneas loue look st sea time didos beautie chaungd eyes lesse faire sawest o aeneas griefe stay carthage queene didos beautie returne againe aeneas canst leaue kisse dido o lips sworne stay dido canst hand hand h ue plighted mutuall faith vnkind aeneas farewell o queene carthage wert vgly blacke aeneas choose hold deare gainsay gods behest gods gods seeke death offended iupiter aeneas armes', 'itis captaine ascanius liue long aeneas ascanius achates ouerioyed o illioneus aliue blest time achates face turnes aeneas trustie friends sergestus illioneus rest sight amazde o destinies brought sweete companions plight o long resolu d louely aeneas carthage walles queene dido weares imperiall crowne troyes sake entertaind clad wealthie robes weare oft askt vnder seru d weepe griefe thinking sea swallowed ships sees reioyce seruitors passe hall bearing banket dido farre looke comes aeneas viewd view sees stranger doest eye troian mightie queene troy renowmed dido generall warlike aeneas warlike aeneas base robes fetch garment sicheus ware braue prince welcome carthage happie aeneas guest sit chaire banquet queene aeneas aeneas clad weedes bad euer irus ware seate thats comfortles grace aeneas waite birth great fortunes meane meane companion queene fortune greater birth sit downe aeneas sit didos place sonne suppose sit merrie louely child place beseemes o pardon aeneas content madame mother sweete child merrie heres better fortune starres humilitie thanke grace']"
