TCP,status,xml_path,txt_path,extracted_chars
A19479,ok,/Users/grace/Desktop/new meta/tcp_drama/A19479.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19479.txt,110743
A07978,ok,/Users/grace/Desktop/new meta/tcp_drama/A07978.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07978.txt,94412
A13125,ok,/Users/grace/Desktop/new meta/tcp_drama/A13125.xml,/Users/grace/Desktop/new meta/<l><p>extract/A13125.txt,104943
A07971,ok,/Users/grace/Desktop/new meta/tcp_drama/A07971.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07971.txt,97907
A04874,ok,/Users/grace/Desktop/new meta/tcp_drama/A04874.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04874.txt,117568
A03242,ok,/Users/grace/Desktop/new meta/tcp_drama/A03242.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03242.txt,21624
A18427,ok,/Users/grace/Desktop/new meta/tcp_drama/A18427.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18427.txt,92990
B12027,ok,/Users/grace/Desktop/new meta/tcp_drama/B12027.xml,/Users/grace/Desktop/new meta/<l><p>extract/B12027.txt,103159
A07330,ok,/Users/grace/Desktop/new meta/tcp_drama/A07330.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07330.txt,83294
A01052,ok,/Users/grace/Desktop/new meta/tcp_drama/A01052.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01052.txt,96683
A15873,ok,/Users/grace/Desktop/new meta/tcp_drama/A15873.xml,/Users/grace/Desktop/new meta/<l><p>extract/A15873.txt,88327
B13574,ok,/Users/grace/Desktop/new meta/tcp_drama/B13574.xml,/Users/grace/Desktop/new meta/<l><p>extract/B13574.txt,111626
A07248,ok,/Users/grace/Desktop/new meta/tcp_drama/A07248.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07248.txt,101552
A01253,ok,/Users/grace/Desktop/new meta/tcp_drama/A01253.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01253.txt,81975
A19888,ok,/Users/grace/Desktop/new meta/tcp_drama/A19888.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19888.txt,109487
A12145,ok,/Users/grace/Desktop/new meta/tcp_drama/A12145.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12145.txt,94206
A01777,ok,/Users/grace/Desktop/new meta/tcp_drama/A01777.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01777.txt,64016
A00958,ok,/Users/grace/Desktop/new meta/tcp_drama/A00958.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00958.txt,103571
A00959,ok,/Users/grace/Desktop/new meta/tcp_drama/A00959.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00959.txt,103395
A03233,ok,/Users/grace/Desktop/new meta/tcp_drama/A03233.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03233.txt,29953
A19755,ok,/Users/grace/Desktop/new meta/tcp_drama/A19755.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19755.txt,77416
A07367,ok,/Users/grace/Desktop/new meta/tcp_drama/A07367.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07367.txt,109395
A06402,ok,/Users/grace/Desktop/new meta/tcp_drama/A06402.xml,/Users/grace/Desktop/new meta/<l><p>extract/A06402.txt,126446
A18083,ok,/Users/grace/Desktop/new meta/tcp_drama/A18083.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18083.txt,76690
A19880,ok,/Users/grace/Desktop/new meta/tcp_drama/A19880.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19880.txt,24687
A12133,ok,/Users/grace/Desktop/new meta/tcp_drama/A12133.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12133.txt,89329
A12143,ok,/Users/grace/Desktop/new meta/tcp_drama/A12143.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12143.txt,87209
A00966,ok,/Users/grace/Desktop/new meta/tcp_drama/A00966.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00966.txt,104405
A12148,ok,/Users/grace/Desktop/new meta/tcp_drama/A12148.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12148.txt,96984
A07970,ok,/Users/grace/Desktop/new meta/tcp_drama/A07970.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07970.txt,85263
A12141,ok,/Users/grace/Desktop/new meta/tcp_drama/A12141.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12141.txt,86958
A68655,ok,/Users/grace/Desktop/new meta/tcp_drama/A68655.xml,/Users/grace/Desktop/new meta/<l><p>extract/A68655.txt,97831
A19750,ok,/Users/grace/Desktop/new meta/tcp_drama/A19750.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19750.txt,123603
A07979,ok,/Users/grace/Desktop/new meta/tcp_drama/A07979.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07979.txt,77753
A10495,ok,/Users/grace/Desktop/new meta/tcp_drama/A10495.xml,/Users/grace/Desktop/new meta/<l><p>extract/A10495.txt,98758
A12149,ok,/Users/grace/Desktop/new meta/tcp_drama/A12149.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12149.txt,92460
A01989,ok,/Users/grace/Desktop/new meta/tcp_drama/A01989.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01989.txt,120572
A16923,ok,/Users/grace/Desktop/new meta/tcp_drama/A16923.xml,/Users/grace/Desktop/new meta/<l><p>extract/A16923.txt,123093
A01775,ok,/Users/grace/Desktop/new meta/tcp_drama/A01775.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01775.txt,87123
A01779,ok,/Users/grace/Desktop/new meta/tcp_drama/A01779.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01779.txt,86891
A12130,ok,/Users/grace/Desktop/new meta/tcp_drama/A12130.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12130.txt,84598
A12151,ok,/Users/grace/Desktop/new meta/tcp_drama/A12151.xml,/Users/grace/Desktop/new meta/<l><p>extract/A12151.txt,89866
A01773,ok,/Users/grace/Desktop/new meta/tcp_drama/A01773.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01773.txt,110320
A19347,ok,/Users/grace/Desktop/new meta/tcp_drama/A19347.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19347.txt,62897
A00967,ok,/Users/grace/Desktop/new meta/tcp_drama/A00967.xml,/Users/grace/Desktop/new meta/<l><p>extract/A00967.txt,96131
A02629,ok,/Users/grace/Desktop/new meta/tcp_drama/A02629.xml,/Users/grace/Desktop/new meta/<l><p>extract/A02629.txt,118317
A09214,ok,/Users/grace/Desktop/new meta/tcp_drama/A09214.xml,/Users/grace/Desktop/new meta/<l><p>extract/A09214.txt,131242
A10440.1,ok,/Users/grace/Desktop/new meta/after seperation/A10440/A10440.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A10440.1.txt,18619
A10440.2,ok,/Users/grace/Desktop/new meta/after seperation/A10440/A10440.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A10440.2.txt,28051
A07395.1,ok,/Users/grace/Desktop/new meta/after seperation/A07395/A07395.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07395.1.txt,53147
A07395.2,ok,/Users/grace/Desktop/new meta/after seperation/A07395/A07395.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07395.2.txt,40313
A03571.1,ok,/Users/grace/Desktop/new meta/after seperation/A03571.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03571.1.txt,7007
A01513.1,ok,/Users/grace/Desktop/new meta/after seperation/A01513/A01513.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01513.1.txt,94363
A01513.2,ok,/Users/grace/Desktop/new meta/after seperation/A01513/A01513.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01513.2.txt,401220
A01513.3,ok,/Users/grace/Desktop/new meta/after seperation/A01513/A01513.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01513.3.txt,89327
A01514.1,ok,/Users/grace/Desktop/new meta/after seperation/A01514/A01514.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01514.1.txt,282945
A01514.2,ok,/Users/grace/Desktop/new meta/after seperation/A01514/A01514.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01514.2.txt,95155
A01514.3,ok,/Users/grace/Desktop/new meta/after seperation/A01514/A01514.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01514.3.txt,194868
A15045.1,ok,/Users/grace/Desktop/new meta/after seperation/A15045/A15045.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A15045.1.txt,64802
A15045.2,ok,/Users/grace/Desktop/new meta/after seperation/A15045/A15045.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A15045.2.txt,52645
A11909.1,ok,/Users/grace/Desktop/new meta/after seperation/A11909/A11909.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11909.1.txt,82050
A11909.2,ok,/Users/grace/Desktop/new meta/after seperation/A11909/A11909.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11909.2.txt,67904
A11909.3,ok,/Users/grace/Desktop/new meta/after seperation/A11909/A11909.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11909.3.txt,66184
A11909.4,ok,/Users/grace/Desktop/new meta/after seperation/A11909/A11909.4.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11909.4.txt,87839
A11909.5,ok,/Users/grace/Desktop/new meta/after seperation/A11909/A11909.5.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11909.5.txt,78151
A11909.6,ok,/Users/grace/Desktop/new meta/after seperation/A11909/A11909.6.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11909.6.txt,83348
A11909.7,ok,/Users/grace/Desktop/new meta/after seperation/A11909/A11909.7.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11909.7.txt,86756
A11909.8,ok,/Users/grace/Desktop/new meta/after seperation/A11909/A11909.8.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11909.8.txt,78663
A11909.9,ok,/Users/grace/Desktop/new meta/after seperation/A11909/A11909.9.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11909.9.txt,67393
A07004.1,ok,/Users/grace/Desktop/new meta/after seperation/A07004/A07004.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07004.1.txt,99149
A07004.2,ok,/Users/grace/Desktop/new meta/after seperation/A07004/A07004.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07004.2.txt,98076
A01227.1,ok,/Users/grace/Desktop/new meta/after seperation/A01227.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01227.1.txt,157743
A68278.1,ok,/Users/grace/Desktop/new meta/after seperation/A68278/A68278.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A68278.1.txt,74442
A68278.2,extracted_empty,/Users/grace/Desktop/new meta/after seperation/A68278/A68278.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A68278.2.txt,0
A04520.1,ok,/Users/grace/Desktop/new meta/after seperation/A04520/A04520.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04520.1.txt,77395
A04520.2,ok,/Users/grace/Desktop/new meta/after seperation/A04520/A04520.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04520.2.txt,52517
A21246.1,ok,/Users/grace/Desktop/new meta/after seperation/A21246/A21246.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A21246.1.txt,15516
A21246.2,ok,/Users/grace/Desktop/new meta/after seperation/A21246/A21246.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A21246.2.txt,7222
A21246.3,ok,/Users/grace/Desktop/new meta/after seperation/A21246/A21246.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A21246.3.txt,9852
A19816.1,ok,/Users/grace/Desktop/new meta/after seperation/A19816.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19816.1.txt,79553
A19834.1,ok,/Users/grace/Desktop/new meta/after seperation/A19834.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19834.1.txt,72370
A03224.1,ok,/Users/grace/Desktop/new meta/after seperation/A03224/A03224.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03224.1.txt,119470
A03224.2,ok,/Users/grace/Desktop/new meta/after seperation/A03224/A03224.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03224.2.txt,129232
A04637.1,ok,/Users/grace/Desktop/new meta/after seperation/A04637/A04637.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04637.1.txt,50206
A04637.2,ok,/Users/grace/Desktop/new meta/after seperation/A04637/A04637.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04637.2.txt,12307
A16527.1,ok,/Users/grace/Desktop/new meta/after seperation/A16527/A16527.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A16527.1.txt,156867
A16527.2,ok,/Users/grace/Desktop/new meta/after seperation/A16527/A16527.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A16527.2.txt,156867
A16527.3,ok,/Users/grace/Desktop/new meta/after seperation/A16527/A16527.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A16527.3.txt,143688
A04643.1,ok,/Users/grace/Desktop/new meta/after seperation/A04643/A04643.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04643.1.txt,19304
A04643.2,ok,/Users/grace/Desktop/new meta/after seperation/A04643/A04643.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04643.2.txt,24023
A04643.3,extracted_empty,/Users/grace/Desktop/new meta/after seperation/A04643/A04643.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04643.3.txt,0
A18404.1,ok,/Users/grace/Desktop/new meta/after seperation/A18404/A18404.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18404.1.txt,92161
A18404.2,ok,/Users/grace/Desktop/new meta/after seperation/A18404/A18404.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A18404.2.txt,102028
A03022.1,ok,/Users/grace/Desktop/new meta/after seperation/A03022.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A03022.1.txt,22941
A17879.1,ok,/Users/grace/Desktop/new meta/after seperation/A17879/A17879.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A17879.1.txt,19093
A17879.2,ok,/Users/grace/Desktop/new meta/after seperation/A17879/A17879.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A17879.2.txt,19909
A04632.1,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.1.txt,142234
A04632.2,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.2.txt,201302
A04632.3,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.3.txt,190959
A04632.4,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.4.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.4.txt,159599
A04632.5,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.5.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.5.txt,149597
A04632.6,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.6.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.6.txt,154083
A04632.7,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.7.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.7.txt,155445
A04632.8,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.8.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.8.txt,111204
A04632.9,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.9.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.9.txt,104857
A04632.10,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.10.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.10.txt,30744
A04632.11,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.11.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.11.txt,9678
A04632.12,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.12.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.12.txt,11543
A04632.13,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.13.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.13.txt,2454
A04632.14,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.14.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.14.txt,2646
A04632.15,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.15.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.15.txt,8698
A04632.16,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.16.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.16.txt,12816
A04632.17,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.17.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.17.txt,29392
A04632.18,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.18.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.18.txt,16863
A04632.19,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.19.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.19.txt,37090
A04632.20,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.20.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.20.txt,1473
A04632.21,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.21.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.21.txt,135
A04632.22,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.22.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.22.txt,84
A04632.23,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.23.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.23.txt,84
A04632.24,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.24.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.24.txt,4034
A04632.25,extracted_empty,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.25.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.25.txt,0
A04632.26,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.26.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.26.txt,11668
A04632.27,ok,/Users/grace/Desktop/new meta/after seperation/A04632/A04632.27.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04632.27.txt,7330
A07502.1,ok,/Users/grace/Desktop/new meta/after seperation/A07502/A07502.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07502.1.txt,4055
A07502.2,ok,/Users/grace/Desktop/new meta/after seperation/A07502/A07502.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07502.2.txt,4916
A07502.3,ok,/Users/grace/Desktop/new meta/after seperation/A07502/A07502.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07502.3.txt,2317
A07502.4,ok,/Users/grace/Desktop/new meta/after seperation/A07502/A07502.4.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07502.4.txt,4225
A07502.5,ok,/Users/grace/Desktop/new meta/after seperation/A07502/A07502.5.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07502.5.txt,4225
A07502.6,ok,/Users/grace/Desktop/new meta/after seperation/A07502/A07502.6.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07502.6.txt,9109
A07502.7,ok,/Users/grace/Desktop/new meta/after seperation/A07502/A07502.7.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07502.7.txt,9109
A07502.8,ok,/Users/grace/Desktop/new meta/after seperation/A07502/A07502.8.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07502.8.txt,18914
A07502.9,ok,/Users/grace/Desktop/new meta/after seperation/A07502/A07502.9.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07502.9.txt,42744
A07502.10,ok,/Users/grace/Desktop/new meta/after seperation/A07502/A07502.10.xml,/Users/grace/Desktop/new meta/<l><p>extract/A07502.10.txt,42744
A19811.1,extracted_empty,/Users/grace/Desktop/new meta/after seperation/A19811/A19811.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19811.1.txt,0
A19811.2,extracted_empty,/Users/grace/Desktop/new meta/after seperation/A19811/A19811.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19811.2.txt,0
A19811.3,extracted_empty,/Users/grace/Desktop/new meta/after seperation/A19811/A19811.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19811.3.txt,0
A19811.4,extracted_empty,/Users/grace/Desktop/new meta/after seperation/A19811/A19811.4.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19811.4.txt,0
A19811.5,extracted_empty,/Users/grace/Desktop/new meta/after seperation/A19811/A19811.5.xml,/Users/grace/Desktop/new meta/<l><p>extract/A19811.5.txt,0
A11954.1,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.1.txt,98183
A11954.2,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.2.txt,101120
A11954.3,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.3.txt,123439
A11954.4,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.4.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.4.txt,125192
A11954.5,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.5.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.5.txt,86290
A11954.6,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.6.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.6.txt,119426
A11954.7,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.7.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.7.txt,124289
A11954.8,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.8.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.8.txt,97669
A11954.9,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.9.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.9.txt,120138
A11954.10,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.10.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.10.txt,123160
A11954.11,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.11.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.11.txt,119056
A11954.12,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.12.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.12.txt,131522
A11954.13,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.13.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.13.txt,112775
A11954.14,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.14.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.14.txt,143970
A11954.15,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.15.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.15.txt,122223
A11954.16,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.16.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.16.txt,128556
A11954.17,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.17.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.17.txt,139094
A11954.18,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.18.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.18.txt,148683
A11954.19,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.19.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.19.txt,150870
A11954.20,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.20.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.20.txt,125416
A11954.21,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.21.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.21.txt,144605
A11954.22,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.22.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.22.txt,138622
A11954.23,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.23.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.23.txt,164332
A11954.24,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.24.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.24.txt,137993
A11954.25,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.25.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.25.txt,150227
A11954.26,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.26.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.26.txt,154869
A11954.27,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.27.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.27.txt,118763
A11954.28,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.28.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.28.txt,137265
A11954.29,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.29.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.29.txt,107246
A11954.30,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.30.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.30.txt,114060
A11954.31,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.31.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.31.txt,101597
A11954.32,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.32.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.32.txt,161162
A11954.33,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.33.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.33.txt,137385
A11954.34,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.34.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.34.txt,149429
A11954.35,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.35.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.35.txt,140319
A11954.36,ok,/Users/grace/Desktop/new meta/after seperation/A11954/A11954.36.xml,/Users/grace/Desktop/new meta/<l><p>extract/A11954.36.txt,156708
A10402.1,ok,/Users/grace/Desktop/new meta/after seperation/A10402/A10402.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A10402.1.txt,47962
A10402.2,ok,/Users/grace/Desktop/new meta/after seperation/A10402/A10402.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A10402.2.txt,20476
A04633.1,ok,/Users/grace/Desktop/new meta/after seperation/A04633/A04633.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04633.1.txt,194009
A04633.2,ok,/Users/grace/Desktop/new meta/after seperation/A04633/A04633.2.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04633.2.txt,194009
A04633.3,ok,/Users/grace/Desktop/new meta/after seperation/A04633/A04633.3.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04633.3.txt,145383
A04633.4,ok,/Users/grace/Desktop/new meta/after seperation/A04633/A04633.4.xml,/Users/grace/Desktop/new meta/<l><p>extract/A04633.4.txt,136467
A01851.1,ok,/Users/grace/Desktop/new meta/after seperation/A01851.1.xml,/Users/grace/Desktop/new meta/<l><p>extract/A01851.1.txt,95661
